"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2002","2002","EUR","Euro","0","units",,,0.989553,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2003","2003","EUR","Euro","0","units",,,1.005151,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2004","2004","EUR","Euro","0","units",,,1.005586,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","units",,,1.014607,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","units",,,1.027763,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","units",,,1.03199,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","units",,,1.048165,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","units",,,1.001707,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","units",,,0.942524,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","units",,,0.953319,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","units",,,0.936877,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","units",,,0.95375,,
"IRL","Ireland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","units",,,0.975,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1970","1970","ZAR","Rand","0","units",,,0.275919,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1971","1971","ZAR","Rand","0","units",,,0.28482,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1972","1972","ZAR","Rand","0","units",,,0.302621,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1973","1973","ZAR","Rand","0","units",,,0.338223,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1974","1974","ZAR","Rand","0","units",,,0.356025,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1975","1975","ZAR","Rand","0","units",,,0.364925,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1976","1976","ZAR","Rand","0","units",,,0.373826,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1977","1977","ZAR","Rand","0","units",,,0.391627,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1978","1978","ZAR","Rand","0","units",,,0.409428,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1979","1979","ZAR","Rand","0","units",,,0.43613,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1980","1980","ZAR","Rand","0","units",,,0.498435,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1981","1981","ZAR","Rand","0","units",,,0.498435,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1982","1982","ZAR","Rand","0","units",,,0.542938,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1983","1983","ZAR","Rand","0","units",,,0.605242,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1984","1984","ZAR","Rand","0","units",,,0.649745,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1985","1985","ZAR","Rand","0","units",,,0.738751,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1986","1986","ZAR","Rand","0","units",,,0.845559,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1987","1987","ZAR","Rand","0","units",,,0.943465,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1988","1988","ZAR","Rand","0","units",,,1.050273,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1989","1989","ZAR","Rand","0","units",,,1.183782,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1990","1990","ZAR","Rand","0","units",,,1.317291,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1991","1991","ZAR","Rand","0","units",,,1.468602,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1992","1992","ZAR","Rand","0","units",,,1.646614,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1993","1993","ZAR","Rand","0","units",,,1.815726,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1994","1994","ZAR","Rand","0","units",,,1.949235,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1995","1995","ZAR","Rand","0","units",,,2.109446,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1996","1996","ZAR","Rand","0","units",,,2.234055,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1997","1997","ZAR","Rand","0","units",,,2.376465,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1998","1998","ZAR","Rand","0","units",,,2.527775,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1999","1999","ZAR","Rand","0","units",,,2.670185,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","ZAR","Rand","0","units",,,2.848197,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","ZAR","Rand","0","units",,,2.999508,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2002","2002","ZAR","Rand","0","units",,,3.266526,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2003","2003","ZAR","Rand","0","units",,,3.373334,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2004","2004","ZAR","Rand","0","units",,,3.489042,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","ZAR","Rand","0","units",,,3.560247,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","ZAR","Rand","0","units",,,3.675955,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","ZAR","Rand","0","units",,,3.853967,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","ZAR","Rand","0","units",,,4.112085,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","ZAR","Rand","0","units",,,4.361302,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","ZAR","Rand","0","units",,,4.672824,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","ZAR","Rand","0","units",,,4.769,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","ZAR","Rand","0","units",,,4.925266,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","ZAR","Rand","0","units",,,5.13112,,
"ZAF","South Africa","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","ZAR","Rand","0","units",,,5.35974,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1970","1970","CAD","Canadian Dollar","0","units",,,1.018719,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1971","1971","CAD","Canadian Dollar","0","units",,,1.005433,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1972","1972","CAD","Canadian Dollar","0","units",,,1.018201,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1973","1973","CAD","Canadian Dollar","0","units",,,1.03553,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1974","1974","CAD","Canadian Dollar","0","units",,,1.041772,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1975","1975","CAD","Canadian Dollar","0","units",,,1.070928,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1976","1976","CAD","Canadian Dollar","0","units",,,1.098903,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1977","1977","CAD","Canadian Dollar","0","units",,,1.118973,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1978","1978","CAD","Canadian Dollar","0","units",,,1.135277,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1979","1979","CAD","Canadian Dollar","0","units",,,1.13876,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1980","1980","CAD","Canadian Dollar","0","units",,,1.134948,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1981","1981","CAD","Canadian Dollar","0","units",,,1.16503,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1982","1982","CAD","Canadian Dollar","0","units",,,1.213871,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1983","1983","CAD","Canadian Dollar","0","units",,,1.24474,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1984","1984","CAD","Canadian Dollar","0","units",,,1.254939,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1985","1985","CAD","Canadian Dollar","0","units",,,1.259087,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1986","1986","CAD","Canadian Dollar","0","units",,,1.28565,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1987","1987","CAD","Canadian Dollar","0","units",,,1.295749,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1988","1988","CAD","Canadian Dollar","0","units",,,1.294344,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1989","1989","CAD","Canadian Dollar","0","units",,,1.294849,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1990","1990","CAD","Canadian Dollar","0","units",,,1.291272,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1991","1991","CAD","Canadian Dollar","0","units",,,1.309807,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1992","1992","CAD","Canadian Dollar","0","units",,,1.296737,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1993","1993","CAD","Canadian Dollar","0","units",,,1.291316,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","CAD","Canadian Dollar","0","units",,,1.27953,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","CAD","Canadian Dollar","0","units",,,1.269701,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","CAD","Canadian Dollar","0","units",,,1.261756,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","CAD","Canadian Dollar","0","units",,,1.256598,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","CAD","Canadian Dollar","0","units",,,1.263846,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","CAD","Canadian Dollar","0","units",,,1.26584,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","CAD","Canadian Dollar","0","units",,,1.270358,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","CAD","Canadian Dollar","0","units",,,1.271214,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","CAD","Canadian Dollar","0","units",,,1.287024,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","CAD","Canadian Dollar","0","units",,,1.28396,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","CAD","Canadian Dollar","0","units",,,1.273237,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","CAD","Canadian Dollar","0","units",,,1.259993,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","CAD","Canadian Dollar","0","units",,,1.287398,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","CAD","Canadian Dollar","0","units",,,1.276061,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","CAD","Canadian Dollar","0","units",,,1.301879,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","CAD","Canadian Dollar","0","units",,,1.299286,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","CAD","Canadian Dollar","0","units",,,1.295401,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","CAD","Canadian Dollar","0","units",,,1.284584,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","CAD","Canadian Dollar","0","units",,,1.284164,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","CAD","Canadian Dollar","0","units",,,1.291296,,
"CAN","Canada","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","CAD","Canadian Dollar","0","units",,,1.292549,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1980","1980","COP","Colombian Peso","0","units",,,20.265684,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1981","1981","COP","Colombian Peso","0","units",,,22.750417,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1982","1982","COP","Colombian Peso","0","units",,,26.754763,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1983","1983","COP","Colombian Peso","0","units",,,30.984518,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1984","1984","COP","Colombian Peso","0","units",,,36.485068,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1985","1985","COP","Colombian Peso","0","units",,,44.22165,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1986","1986","COP","Colombian Peso","0","units",,,55.863859,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1987","1987","COP","Colombian Peso","0","units",,,66.959564,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1988","1988","COP","Colombian Peso","0","units",,,82.665736,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1989","1989","COP","Colombian Peso","0","units",,,99.329946,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1990","1990","COP","Colombian Peso","0","units",,,121.218256,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","COP","Colombian Peso","0","units",,,148.034974,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","COP","Colombian Peso","0","units",,,176.904679,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","COP","Colombian Peso","0","units",,,221.095503,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","COP","Colombian Peso","0","units",,,314.681133,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","COP","Colombian Peso","0","units",,,366.36033,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","COP","Colombian Peso","0","units",,,420.483214,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","COP","Colombian Peso","0","units",,,483.024744,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","COP","Colombian Peso","0","units",,,548.430335,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","COP","Colombian Peso","0","units",,,608.348679,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","COP","Colombian Peso","0","units",,,783.734387,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","COP","Colombian Peso","0","units",,,816.220844,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","COP","Colombian Peso","0","units",,,851.857384,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","COP","Colombian Peso","0","units",,,892.239098,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","COP","Colombian Peso","0","units",,,931.604644,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","COP","Colombian Peso","0","units",,,952.723751,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","COP","Colombian Peso","0","units",,,977.706661,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","COP","Colombian Peso","0","units",,,1000.357819,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","COP","Colombian Peso","0","units",,,1055.242089,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","COP","Colombian Peso","0","units",,,1082.979238,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","COP","Colombian Peso","0","units",,,1111.170445,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","COP","Colombian Peso","0","units",,,1161.909895,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","COP","Colombian Peso","0","units",,,1175.53572,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","COP","Colombian Peso","0","units",,,1180.258511,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","COP","Colombian Peso","0","units",,,1184.529112,,
"COL","Colombia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","COP","Colombian Peso","0","units",,,1185.03334,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1990","1990","CZK","Czech Koruna","0","units",,,21.145,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1991","1991","CZK","Czech Koruna","0","units",,,27.92,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1992","1992","CZK","Czech Koruna","0","units",,,28.37,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1993","1993","CZK","Czech Koruna","0","units",,,29.152833,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1994","1994","CZK","Czech Koruna","0","units",,,28.785083,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1995","1995","CZK","Czech Koruna","0","units",,,26.540667,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1996","1996","CZK","Czech Koruna","0","units",,,27.144917,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1997","1997","CZK","Czech Koruna","0","units",,,31.698417,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1998","1998","CZK","Czech Koruna","0","units",,,32.281167,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","1999","1999","CZK","Czech Koruna","0","units",,,34.56925,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","CZK","Czech Koruna","0","units",,,38.598417,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","CZK","Czech Koruna","0","units",,,38.035328,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","CZK","Czech Koruna","0","units",,,32.738518,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","CZK","Czech Koruna","0","units",,,28.209,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","CZK","Czech Koruna","0","units",,,25.69975,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","CZK","Czech Koruna","0","units",,,23.957417,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","CZK","Czech Koruna","0","units",,,22.595583,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","CZK","Czech Koruna","0","units",,,20.293667,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","CZK","Czech Koruna","0","units",,,17.071667,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","CZK","Czech Koruna","0","units",,,19.063,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","CZK","Czech Koruna","0","units",,,19.09825,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","CZK","Czech Koruna","0","units",,,17.695917,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","CZK","Czech Koruna","0","units",,,19.5775,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","CZK","Czech Koruna","0","units",,,19.570583,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","CZK","Czech Koruna","0","units",,,20.7575,,
"CZE","Czech Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","CZK","Czech Koruna","0","units",,,24.59875,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1950","1950","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1951","1951","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1952","1952","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1953","1953","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1954","1954","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1955","1955","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1956","1956","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1957","1957","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1958","1958","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1959","1959","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1960","1960","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1961","1961","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1962","1962","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1963","1963","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1964","1964","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1965","1965","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1966","1966","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1967","1967","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1968","1968","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1969","1969","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1970","1970","EUR","Euro","0","units",,,1.239468,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1971","1971","EUR","Euro","0","units",,,1.211451,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1972","1972","EUR","Euro","0","units",,,1.091093,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1973","1973","EUR","Euro","0","units",,,0.966202,,
"LUX","Luxembourg","EXC","Exchange rates, period-average","CD","National currency per US dollar","1974","1974","EUR","Euro","0","units",,,0.965582,,
